ep_num,episode_japan_title,episode_english_title,air_date,arc,rating,votes,type,ep_duration,directors,writers,synopsis
705,Kakugo no Toki: Corazon Wakare no Egao!,The Moment of Resolution! Corazon's Farewell Smile!,"Aug 16, 2015",Dressrosa Arc,9.3,2600,Manga Canon,NA,NA,NA,"Corazon force-feeds Law the Ope Ope no Mi and has him deliver an important message to the Marines, but Law mistakenly gives the message to Vergo who informs Doflamingo of his treachery."
706,Yuke Law: Yasashiki Otoko Saigo no Tatakai!,"Advance, Law! The Kindhearted Man's Final Fight!","Aug 23, 2015",Dressrosa Arc,9.6,6500,Manga Canon,24m,NA,NA,"After recalling how he killed his father and met his executives as a child, Donquixote Doflamingo confronts his brother, Rosinante."
707,Jiyuu e! Law Injection Shot Sakuretsu,To Be Free! Law's Injection Shot Blasts!,"Aug 30, 2015",Dressrosa Arc,8.3,1100,Manga Canon,NA,NA,NA,"Law clashes with Doflamingo, taunting him about the ""D"". Meanwhile, Luffy struggles against Doflamingo's Black Knight clone and a controlled Bellamy."
708,Atsuki Tatakai: Law vs Doflamingo,An Intense Battle! Law vs. Doflamingo!,"Sep 6, 2015",Dressrosa Arc,9.1,2000,Manga Canon,NA,NA,NA,"Zoro and Pica continue their fight with Pica getting larger. Meanwhile, Doflamingo cuts of Law's arm as Luffy finally defeats the clone."
709,Kanbu Kessen: Hokori Takaki Hajrudin,A Decisive Battle Against the Executives! Proud Hajrudin!,"Sep 13, 2015",Dressrosa Arc,7.8,746,Manga Canon,NA,NA,NA,"The Colosseum combatants then manage to gain the upper hand, starting with Machvise being defeated by Hajrudin."
710,Ai no Kessen: Shintouryou Sai tai Baby 5,The Battle of Love! The New Leader Sai vs. Baby 5!,"Sep 20, 2015",Dressrosa Arc,8.1,839,Manga Canon,NA,NA,NA,"Monkey D. Luffy and Bellamy continue their confrontation. Meanwhile, Lao G defeats Chinjao, but Sai, now officially the head of the Happo Navy, defeats Lao G with the technique he inherited ... Read all"
711,Otoko no Iji: Bellamy Saigo no Totsugeki!,The Man's Pride! Bellamy's Last Charge!,"Sep 27, 2015",Dressrosa Arc,7.8,761,Manga Canon,NA,NA,NA,Donquixote Doflamingo and Trebol defeat Law while Gladius attacks Cavendish. Luffy tries to convince Bellamy to stop attacking him.
712,Shippuudotou: Hakuba tai Dellinger,A Strong Wind and a Surge! Hakuba vs. Dellinger!,"Oct 4, 2015",Dressrosa Arc,8.3,1100,Manga Canon,NA,NA,NA,"Cavendish survives Gladius's Punk Rock Fest. Gladius is knocked out by Bartolomeo's Barrier Bulls. Dellinger defeats Ideo but is in turn defeated by Hakuba, who proceeds to attack Nico Robin... Read all"
713,Baribari: Homage Shinken Hatsudou!,Barrier-Barrier! Homage God Fist Strikes!,"Oct 11, 2015",Dressrosa Arc,8.7,1300,Manga Canon,NA,NA,NA,"Gladius attempts to blow up both Nico Robin and Cavendish by rupturing the cliff-side they are on, but Cavendish manages to carry Robin to safety using Hakuba's speed."
714,Iyashi no Hime: Mansherry o Sukue!,The Healing Princess! Save Mansherry!,"Oct 18, 2015",Dressrosa Arc,7.7,725,Manga Canon,NA,NA,NA,"Giolla attempts to heal the fallen Donquixote Pirates executives with Mansherry's healing powers, but Leo defeats her while saving the princess. Meanwhile, Luffy continues to fight Bellamy."
715,Otoko no Kettou: Senor Ai no Banka,The Manly Duel! Señor's Elegy of Love!,"Oct 25, 2015",Dressrosa Arc,9.1,2100,Manga Canon,NA,NA,NA,"Leo, Mansherry, and Kabu escape the palace as Giolla fails to inform Doflamingo of Mansherry's rescue."
716,Shi no Hoshikuzu: Diamante Moukou no Arashi,Stardust of Death! Diamante's Storm of Vicious Attacks!,"Nov 1, 2015",Dressrosa Arc,8.8,1500,Manga Canon,NA,NA,NA,"Senor Pink is defeated by Franky, who leads the dwarf army to attack the SMILE Factory before collapsing. Meanwhile, Kyros battles Diamante and endures his Death Enjambre."
717,Trueno Bastardo: Kyros Ikari no Ichigeki,Trueno Bastardo! Kyros' Furious Strike!,"Nov 8, 2015",Dressrosa Arc,8.7,1300,Manga Canon,NA,NA,NA,"Kyros continues his grueling battle with Diamante before finally defeating him. As the citizens celebrate, Pica abandons his fight with Roronoa Zoro to confront Kyros."
718,Daichi Oudan: Kyozou Pica Kishuu Sakusen!,Moving Across the Ground! The Giant Statue Pica's Surprise Maneuver!,"Nov 15, 2015",Dressrosa Arc,8.3,1100,Manga Canon,NA,NA,NA,"As Luffy continues to fight Bellamy, Pica advances toward the King's Plateau in his giant stone body in an attempt to kill King Riku, forcing Roronoa Zoro to come up with a plan to stop him."
719,Kuuchuu Kessen: Zoro Shin Hissastsu Ougi Sakuretsu!,A Decisive Battle in Midair! Zoro's New Special Secret Technique Blasts!,"Nov 22, 2015",Dressrosa Arc,9.4,3400,Manga Canon,24m,NA,NA,"Pica reaches and attacks the King's Plateau, but Roronoa Zoro slashes apart his stone body and cuts him down with Sanzen Sekai."
720,Abayo! Bellamy Wakare no Ichigeki!,So Long! Bellamy's Farewell Blow!,"Nov 29, 2015",Dressrosa Arc,9,1900,Manga Canon,NA,NA,NA,"Mansherry meets Kyros, who tells her to use her healing powers on those who need it more than he does. The SMILE Factory is destroyed by the dwarf army, and Sabo prepares to meet Luffy at th... Read all"
721,Law Shisu: Luffy Fundo no Moukougeki!,Law Dies! Luffy's Raging Onslaught!,"Dec 6, 2015",Dressrosa Arc,9.1,1900,Manga Canon,NA,NA,NA,"Riku gathers more people to help the citizens, Luffy makes it back to the rooftop, where he attacks Doflamingo."
722,Shuunen no Yaiba: Gyakushuu no Gamma Knife!,A Blade of Tenacity! The Gamma Knife Counterattack!,"Dec 13, 2015",Dressrosa Arc,9.2,2100,Manga Canon,NA,NA,NA,"Doflamingo shrinks the Birdcage, causing the citizens of Dressrosa to run away in panic. Luffy fights Doflamingo, but Law switches places with him in order to land his Gamma Knife attack."
723,Haki Gekitotsu: Luffy tai Doflamingo,A Collision of Haki! Luffy vs. Doflamingo!,"Dec 20, 2015",Dressrosa Arc,9.4,3200,Manga Canon,24m,NA,NA,"Doflamingo uses his powers to heal himself and attack Law. Luffy stops Doflamingo, and the two clash using Haoshoku Haki. During the battle, Trebol remembers how he found a young Doflamingo ... Read all"
724,Kougeki Funou: Trebol Shougeki no Himitsu,Unassailable! The Stunning Secret of Trebol!,"Dec 27, 2015",Dressrosa Arc,9,1900,Manga Canon,NA,NA,NA,"Trebol immobilizes Luffy and Law and explains how he and the other three Donquixote executives found Doflamingo and raised him into the man he is today. Law mocks Trebol, causing the executi... Read all"
725,Ikari Bakuhatsu: Ore ga Zenbu Hikiukeru,Anger Erupts! I Will Take Everything Upon Myself!,"Jan 10, 2016",Dressrosa Arc,9.3,3300,Manga Canon,NA,NA,NA,"Cavendish shows up just in time to stop Doflamingo's attack from hitting Robin, allowing Luffy to focus on fighting Doflamingo as Cavendish flees the plateau with everybody."
726,Gear Fourth! Kyoui no Bounce Man!,Fourth Gear! The Phenomenal Bounce-Man!,"Jan 17, 2016",Dressrosa Arc,9.6,14000,Manga Canon,24m,NA,NA,Luffy casts off his sandals and activates Gear Fourth. His body changes with a ballooned torso covered with tribal like markings and coated with Busoshoku Haki.
727,Daigyakushuu! Doflamingo no Kakusei!,A Massive Counterattack! Doflamingo's Awakening!,"Jan 24, 2016",Dressrosa Arc,8.8,1600,Manga Canon,NA,NA,NA,"Zoro and others head off to stop the Birdcage as Luffy continues battling Doflamingo. However, he reveals that his Devil Fruit has awakened, and he overwhelms Luffy by turning the surroundin... Read all"
728,Luffy! Konshin no Leo Bazooka,Luffy! An All-Out Leo Bazooka!,"Jan 31, 2016",Dressrosa Arc,9.2,2400,Manga Canon,NA,NA,NA,"Luffy uses up too much Haki causing Gear Forth to end before dealing the final blow. Meanwhile, the citizens of Dressrosa run away from the shrinking Birdcage in hopes of protecting their li... Read all"
729,Kaen Ryuuou: Luffy no Inochi o Mamorinuke,Flame Dragon King! Protect Luffy's Life!,"Feb 14, 2016",Dressrosa Arc,8.7,1400,Manga Canon,NA,NA,NA,Luffy runs out of Haki. Gyats of the Colosseum helps him to get way from Doflamigo for 10 minutes so that he can regain Haki.
730,Kiseki no Namida: Mansherry no Tatakai!,Tears of Miracles! Mansherry's Fight!,"Feb 21, 2016",Dressrosa Arc,7.8,742,Manga Canon,NA,NA,NA,All the gladiators from the Colosseum get recovered by Mansherry's healing ability and they start stopping the bird cage along with Zoro and the others which has fastened up.
731,Inochi no Kagiri: Shi no Tori Kago o Tomero!,As Long as We Breathe! Stop the Deadly Birdcage!,"Feb 28, 2016",Dressrosa Arc,7.6,624,Mixed Canon/Filler,NA,NA,NA,"The Marines and citizens on Dressrosa take part in the effort to halt the Birdcage, and briefly manage to bring it to a standstill."
732,Sei ka Shi ka: Unmei no Countdown,Dead or Alive! A Fateful Countdown!,"Mar 6, 2016",Dressrosa Arc,8,817,Manga Canon,NA,NA,NA,Luffy regains his Haki and appears before Doflamingo.
733,Ten o Utsu: Luffy Ikari no King Kong Gun,Attack on a Celestial! Luffy's King Kong Gun of Anger!,"Mar 20, 2016",Dressrosa Arc,9.4,2800,Manga Canon,NA,NA,NA,"In order to defeat Doflamingo with a single blow, Luffy unleashes all his power in a punch... The King Kong Gun."
734,Jiyuu e! Yorokobi no Dressrosa!,To Be Free! Dressrosa's Delight!,"Mar 27, 2016",Dressrosa Arc,7.7,650,Manga Canon,NA,NA,NA,"Luffy finally defeated the evil Doflamingo, and the kingdom of Dressrosa is overfilled with joy!"
735,Zendaimimon: Taishou Fujitora Shougeki no Ketsudan!,The Unheard-Of! Admiral Fujitora's Surprising Decision!,"Apr 3, 2016",Dressrosa Arc,8.4,1100,Manga Canon,NA,NA,NA,"Admiral Fujitora apologizes and confesses to King Riku about the seven warlord system in front of the video transponder snail, hence being witnessed by 3 nearby countries."
736,Gekishin Hashiru: Ugokidasu Saiaku no Sedai!,Sending a Shock Wave! The Worst Generation Goes Into Action!,"Apr 10, 2016",Dressrosa Arc,9,2000,Manga Canon,NA,NA,NA,"Doflamingo's defeat spreads across the world. Worst generation and it's plans get revealed. Due to Fujitora's confession to King Riku and the exact truth spreading all over the world, Navy a... Read all"
737,Densetsu Tanjou: Kakumei Senshi Sabo no Bouken!,The Birth of the Legend! The Adventures of the Revolutionary Warrior Sabo!,"Apr 17, 2016",Dressrosa Arc,8.7,1300,Anime Canon,NA,NA,NA,"Sabo's past after the incident with the celestial dragon is told to the straw hats and group at Kyros' home. Meanwhile, the whole city is being reconstructed."
738,Kyoudai no Kizuna: Luffy Sabo Saikai Hiwa,The Brothers' Bond! The Untold Story Behind Luffy and Sabo's Reunion!,"Apr 24, 2016",Dressrosa Arc,9,1900,Mixed Canon/Filler,NA,NA,NA,Sabo remembers his past.
739,Saikyou no Seibutsu: Yonkou - Hyakujuu no Kaidou,"The Strongest Creature! One of the Four Emperors - Kaido, King of the Beasts!","May 1, 2016",Dressrosa Arc,9.1,2200,Manga Canon,NA,NA,NA,Suicidal maniac emperor shows himself up. Sanji and the others are in Zou.
740,Fujitora Ugoku: Mugiwara no Ichimi Kanzen Houimou,Fujitora Takes Action! The Complete Siege of the Straw Hats!,"May 8, 2016",Dressrosa Arc,7.8,738,Manga Canon,NA,NA,NA,Fujitora makes his decision to chase the Straw Hat alliance meanwhile Kyros makes his decision not to meet his daughter for some reasons.
741,Hijoujitai: Sarawareta Rebecca!,A State of Emergency! Rebecca Is Kidnapped!,"May 15, 2016",Dressrosa Arc,7.7,721,Manga Canon,NA,NA,NA,"The Marines swarm Kyros' house, and the Straw Hats, Law, Bartolomeo, and Bellamy escape from it. However, Luffy departs from the group, saying he needed to do something. Marines occupy the e... Read all"
742,Oyako no Kizuna: Kyros to Rebecca!,The Bond Between Father and Daughter! Kyros and Rebecca!,"May 22, 2016",Dressrosa Arc,7.7,621,Manga Canon,NA,NA,NA,"Rebecca has precious little time to follow Luffy's lead and make it to Kyros. Can she make it in time? Meanwhile, Fujitora is closing in on Bartolomeo and the other Colosseum warriors while ... Read all"
743,Otoko no Iji: Luffy tai Fujitora Makkou Shoubu,"Men's Pride! Luffy vs. Fujitora, Head-to-Head!","May 29, 2016",Dressrosa Arc,9.1,1900,Manga Canon,NA,NA,NA,Luffy and Fujitora face head-on. Luffy shows sympathy towards Fujitora which angers the latter
744,Nigeba Nashi: Taishou Fujitora Hijou no Tsuigeki!,No Way Out! Admiral Fujitora's Ruthless Pursuit!,"Jun 5, 2016",Dressrosa Arc,9.2,2000,Manga Canon,NA,NA,NA,"The Straw Hats, samurai, and Corrida Colosseum gladiators escape from Admiral Fujitora and run to their ships. Fujitora prepares to crush them with his floating rubble, but the citizens of D... Read all"
745,Kobun no Sakazuki: Kessei! Mugiwara Daisendan!,Sons' Cups! Straw Hat Fleet Is Formed!,"Jun 12, 2016",Dressrosa Arc,9.1,2000,Manga Canon,NA,NA,NA,Luffy refuses his allies' request to serve under him. But everyone pledge their allegiance anyway. They come under attack but Fujitora helps. The Grand Fleet celebrates their formation. It's... Read all
746,Gun'yuukakyo: Arekuruu Shinsekai no Kaibutsu-tachi,The Numerous Rivals Struggle Amongst Themselves! The Raging Monsters of the New World,"Jun 19, 2016",Dressrosa Arc,8.7,1400,Manga Canon,NA,NA,NA,"CP-0 agents Rob Lucci and Spandam search Dressrosa for weapons, but find none. The people of Dressrosa celebrate a new era in their history, as the existence of the dwarves is revealed to th... Read all"
747,Gin no Yousai: Luffy to Barto Daibouken,The Silver Fortress! Luffy and Barto's Great Adventure!,"Jun 26, 2016",Silver Mine Arc,6.5,473,Filler,NA,NA,NA,"While heading to the next island, Zou, Luffy's appetite causes them trouble and he and Bartolomeo find themselves entangled in the scheme of a pirate lord who can manipulate silver."
748,Chika Meikyuu: Luffy tai Torokko Ningen,An Underground Maze! Luffy vs. the Tram Human!,"Jul 3, 2016",Silver Mine Arc,6.2,482,Filler,NA,NA,NA,"The Tram-Man arrives. And has Luffy, Bartolomeo and Desire on the run. The deeper the three fall into the pit, however, the more clear it becomes that Bill's group hides a terrible secret."
749,Kengi Hakunetsu: Law Zoro Tsui ni Kenzan!,The Sword Technique Heats Up! Law and Zoro Finally Appear!,"Jul 10, 2016",Silver Mine Arc,6.3,475,Filler,NA,NA,NA,Zoro and the rest of the group arrive to help Luffy.
750,Zettaizetsumei: Luffy Kyokugen no Shakunetsu Kessen,A Desperate Situation! Luffy Fights a Battle in Extreme Heat!,"Jul 17, 2016",Silver Mine Arc,6.4,466,Filler,NA,NA,NA,"Luffy, Desire, and Bartolomeo go up against Bill. But the mad, Smelt-Smelt man becomes deranged and lets his true power unfurl. Do Luffy and the others have any hope of exposing Bill's self-... Read all"
751,"Bouken Kaimaku: Maboroshi no Shima ""Zou"" Touchaku!","Curtain-up on a New Adventure! Arriving at the Phantom Island, Zou!","Jul 31, 2016",Zou Arc,7.2,507,Mixed Canon/Filler,NA,NA,NA,Bartolomeo tells his crew about how the Straw Hats met. The crew arrives at Zou.
752,Shin Shichi Bukai: Densetsu Shirohige no Musuko Toujou,The New Warlord! The Legendary Whitebeard's Son Appears!,"Aug 7, 2016",Zou Arc,7.7,515,Manga Canon,NA,NA,NA,"The Straw Hats bid their farewell to Bartolomeo, after reaching the elephant carrying Zou island. The self-proclaimed Whitebeard's son is introduced to be a new Warlord. Buggy's whereabouts ... Read all"
753,Kesshi no Tozou: Kyozou no Se no Daibouken!,A Deadly Elephant Climb! A Great Adventure on the Back of the Giant Elephant!,"Aug 21, 2016",Zou Arc,7.4,522,Manga Canon,NA,NA,NA,"As the crew travels up the leg of the elephant they are stalled by the disabilities of the dragon. Eventually they find themselves atop the back of the elephant, the island Zou."
754,Sentou Kaishi: Luffy vs Mink-zoku!,A Battle Begins! Luffy vs. the Mink Tribe!,"Aug 28, 2016",Zou Arc,7.5,504,Manga Canon,NA,NA,NA,"Luffy pushes deeper into the mysterious forest on the elephant's back, but he's treading in territory where is not welcome. Meanwhile, Usopp and the others make a startling discovery in a ru... Read all"
755,Garchuu! Mugiwara no Ichimi Saishuuketsu,Garchu! The Straw Hats Reunite!,"Sep 4, 2016",Zou Arc,7.5,535,Manga Canon,NA,NA,NA,NA
756,Hangeki Kaishi: Guruwara no Ichimi Daikatsuyaku!,Start to Counterattack! Great Moves by the Twirly Hat Crew!,"Sep 11, 2016",Zou Arc,7.5,512,Manga Canon,NA,NA,NA,"Luffy and the others are unexpectedly welcomed at the fortress and treated well by the Minks, although they have to navigate some cultural differences - And Nami starts sharing what happened... Read all"
757,Kyoui Shuurai: Hyakujuu Kaizokudan Jack!,"A Threat Descends! The Beast Pirates, Jack!","Sep 25, 2016",Zou Arc,7.5,506,Manga Canon,NA,NA,NA,"Luffy and the others learn about the dangerous intruders who have come to Zou, and why the island is wrecked. Afterwards, Luffy's loose lips get them into trouble."
758,Hiru no Ou: Inuarashi Koushaku Toujou!,The King of the Day! Duke Dogstorm Appears!,"Oct 2, 2016",Zou Arc,7.4,510,Manga Canon,NA,NA,NA,"Duke Dogstorm - the Straw Hats finally meet the ruler of this strange land, and learn more about the battle that took place here; and the mysterious system by which the island is ruled."
759,Yoru no Ou: Nekomamushi no Danna Kenzan,The King of the Night! Master Cat Viper Emerges!,"Oct 9, 2016",Zou Arc,7.8,668,Manga Canon,NA,NA,NA,Day turns to night as the Minks keep up their onslaught against the invading Beast Pirates. But Jack's amazing Devil Fruit power may end the elephant island once and for all.
